article,available,color,desc,gender,icon,id,img_author,img_link,keywords,name,num_jobs,plural_pt,url
false,true,#cc0000,Researchers in the Health Sciences,false,/static/img/icons/cbo/cbo_2.png,2033,,,false,Health Science Researchers,2727,true,profiles/cbo/2033/
false,true,#cc0000,Agriculture Science Researchers,false,/static/img/icons/cbo/cbo_2.png,2034,,,false,Agricultural Researchers,1816,true,profiles/cbo/2034/
false,true,#cc0000,Researchers in the Social Sciences and Humanities,false,/static/img/icons/cbo/cbo_2.png,2035,,,false,Social Sciences Researchers,2416,true,profiles/cbo/2035/
false,true,#cc0000,Coroners,false,/static/img/icons/cbo/cbo_2.png,2041,,,false,Coroners,5159,true,profiles/cbo/2041/
false,true,#cc0000,Math Professionals,false,/static/img/icons/cbo/cbo_2.png,2111,,,false,Mathematicians,3154,true,profiles/cbo/2111/
false,true,#cc0000,Professional Statisticians,false,/static/img/icons/cbo/cbo_2.png,2112,,,false,Statisticians,3723,true,profiles/cbo/2112/
false,true,#cc0000,Engineers in Computing,false,/static/img/icons/cbo/cbo_2.png,2122,,,false,Computer Engineers,6320,true,profiles/cbo/2122/
false,true,#cc0000,Managers of Information Technology,false,/static/img/icons/cbo/cbo_2.png,2123,,,"Sysadmin, Db Admin, Database, Network",IT Managers,21101,true,profiles/cbo/2123/
false,true,#cc0000,Analysts Information Technology,false,/static/img/icons/cbo/cbo_2.png,2124,Sebastian Alvarez,https://flic.kr/p/bGpo3R,false,Information Analysts,284311,true,profiles/cbo/2124/
false,true,#cc0000,Physicists,false,/static/img/icons/cbo/cbo_2.png,2131,,,false,Physicists,1156,true,profiles/cbo/2131/
false,true,#cc0000,Chemists,false,/static/img/icons/cbo/cbo_2.png,2132,,,false,Chemists,7496,true,profiles/cbo/2132/
false,true,#cc0000,Professionals Atmospheric Sciences and Space and Astronomy,false,/static/img/icons/cbo/cbo_2.png,2133,,,Space,Astronomists,344,true,profiles/cbo/2133/
false,true,#cc0000,"Geologists, Oceanographers, Geophysicists and Related",false,/static/img/icons/cbo/cbo_2.png,2134,,,"Oceanographers, Geophysicists",Geologists,6441,true,profiles/cbo/2134/
false,true,#cc0000,And Related Environmental Engineers,false,/static/img/icons/cbo/cbo_2.png,2140,,,false,Environmental Engineers,2648,true,profiles/cbo/2140/
false,true,#cc0000,Architects and Planners,false,/static/img/icons/cbo/cbo_2.png,2141,,,"Interior Designers, Landscapers, Urbanistas",Architects and Planners,19905,true,profiles/cbo/2141/
false,true,#cc0000,Civil Engineers and Related,false,/static/img/icons/cbo/cbo_2.png,2142,Science Without Borders UoW,https://flic.kr/p/q8PE7S,false,Civil Engineers,84097,true,profiles/cbo/2142/
false,true,#cc0000,"Electrical Engineers, Electronics and Related",false,/static/img/icons/cbo/cbo_2.png,2143,,,"Telecom, Technologist",Electrical Engineers,34745,true,profiles/cbo/2143/
false,true,#cc0000,Mechanical Engineers and Related,false,/static/img/icons/cbo/cbo_2.png,2144,,,"Marine, Industrial, Aeronautical, Auto, Car",Mechanical Engineers,33379,true,profiles/cbo/2144/
false,true,#cc0000,Chemical Engineers and Related,false,/static/img/icons/cbo/cbo_2.png,2145,,,false,Chemical Engineers,10585,true,profiles/cbo/2145/
false,true,#cc0000,"Engineers Metallurgists, Materials and Related",false,/static/img/icons/cbo/cbo_2.png,2146,,,Metallurgists,Material Science Engineers,3671,true,profiles/cbo/2146/
false,true,#cc0000,Mining Engineers and Related,false,/static/img/icons/cbo/cbo_2.png,2147,,,false,Mining Engineers,4713,true,profiles/cbo/2147/
false,true,#cc0000,Engineers Surveyors Cartographers and Engineers,false,/static/img/icons/cbo/cbo_2.png,2148,,,Engineers,Cartographers and Surveyers,985,true,profiles/cbo/2148/
false,true,#cc0000,"Production Engineers, Quality, Safety and Related",false,/static/img/icons/cbo/cbo_2.png,2149,,,"Qa, Quality Assurance",Production Engineers,42630,true,profiles/cbo/2149/
false,true,#cc0000,Deck Officers and Related,false,/static/img/icons/cbo/cbo_2.png,2151,,,"Ship Deck Officers, Water Workers",Maritime Officials,8886,true,profiles/cbo/2151/
false,true,#cc0000,Officers Marine Engineer,false,/static/img/icons/cbo/cbo_2.png,2152,,,false,Marine Engineers,2945,true,profiles/cbo/2152/
false,true,#cc0000,Professionals Piloting Aircraft,false,/static/img/icons/cbo/cbo_2.png,2153,,,false,Pilots,9694,true,profiles/cbo/2153/
false,true,#cc0000,Biologists and Related,false,/static/img/icons/cbo/cbo_2.png,2211,,,false,Biologists,14605,true,profiles/cbo/2211/
false,true,#cc0000,Biomedical,false,/static/img/icons/cbo/cbo_2.png,2212,,,false,Biomedical Scientists,7677,true,profiles/cbo/2212/
false,true,#cc0000,Engineers Agrossilvipecuìários,false,/static/img/icons/cbo/cbo_2.png,2221,,,"Agronomists, Forester, Arborist",Agricultural Engineers,24795,true,profiles/cbo/2221/
false,true,#cc0000,Food Engineers and Related,false,/static/img/icons/cbo/cbo_2.png,2222,,,false,Food Engineers,424,true,profiles/cbo/2222/
false,true,#cc0000,Doctors,false,/static/img/icons/cbo/cbo_2.png,2231,,,false,Doctors,0,true,profiles/cbo/2231/
false,true,#cc0000,Dentists,false,/static/img/icons/cbo/cbo_2.png,2232,ricardo zaragoza,https://flic.kr/p/64WHcD,Oral Surgeon,Dentists,64785,true,profiles/cbo/2232/
false,true,#cc0000,Veterinarians and Animal Scientists,false,/static/img/icons/cbo/cbo_2.png,2233,,,Animal Scientists,Veterinarians,20800,true,profiles/cbo/2233/
false,true,#cc0000,Pharmacists,false,/static/img/icons/cbo/cbo_2.png,2234,Jorge,https://flic.kr/p/5L1Yi9,false,Pharmacists,114619,true,profiles/cbo/2234/
false,true,#cc0000,Nurses and Allied,false,/static/img/icons/cbo/cbo_2.png,2235,Irekia,https://flic.kr/p/83iBHF,false,Nurses,262792,true,profiles/cbo/2235/
false,true,#cc0000,Physiotherapists,false,/static/img/icons/cbo/cbo_2.png,2236,,,"Acupuncturist, Sports Medicine",Physiotherapists,47959,true,profiles/cbo/2236/
false,true,#cc0000,Nutritionists,false,/static/img/icons/cbo/cbo_2.png,2237,,,false,Nutritionists,40613,true,profiles/cbo/2237/
false,true,#cc0000,Audiologists,false,/static/img/icons/cbo/cbo_2.png,2238,,,false,Audiologists,14593,true,profiles/cbo/2238/
false,true,#cc0000,Occupational Therapists and Related,false,/static/img/icons/cbo/cbo_2.png,2239,,,Physical Therapy,Physical Therapists,6967,true,profiles/cbo/2239/
false,true,#cc0000,Physical Education Professionals,false,/static/img/icons/cbo/cbo_2.png,2241,Colégio Raízes,https://flic.kr/p/rvrp2d,false,Gym Teachers,49162,true,profiles/cbo/2241/
false,true,#cc0000,Clinicians,false,/static/img/icons/cbo/cbo_2.png,2251,Alex Proimos,https://flic.kr/p/bt29wL,Doctors,Clinicians,239993,true,profiles/cbo/2251/
false,true,#cc0000,Physicians in Surgical Specialties,false,/static/img/icons/cbo/cbo_2.png,2252,,,"Physicians, Doctors",Surgeons,26124,true,profiles/cbo/2252/
false,true,#cc0000,Doctors in Medical Diagnostics and Therapy,false,/static/img/icons/cbo/cbo_2.png,2253,,,Medical Diagnostics,Doctors in Diagnostics and Therapy,3923,true,profiles/cbo/2253/
false,true,#cc0000,Osteopaths and Chiropractors,false,/static/img/icons/cbo/cbo_2.png,2261,,,"Muscles, Joints, Alternative Medicine, Healing",Osteopaths and Chiropractors,1,true,profiles/cbo/2261/
false,true,#cc0000,Occupational Therapy for Creative Proffesionals,false,/static/img/icons/cbo/cbo_2.png,2263,,,"Music Therapist, Art Therapist, Equine Therapy",Occupational Therapy for Creative Proffesionals,97,true,profiles/cbo/2263/
false,true,#cc0000,Postsecondary Teachers in Early Childhood Education,false,/static/img/icons/cbo/cbo_2.png,2311,Rede Coleguium de Ensino,https://flic.kr/p/an1hzU,false,Elementary School Teachers,132453,true,profiles/cbo/2311/
false,true,#cc0000,Postsecondary Teachers of Elementary School (First to Fourth Grade),false,/static/img/icons/cbo/cbo_2.png,2312,airunique,https://pixabay.com/photo-401519/,false,General Primary School Teachers,845332,true,profiles/cbo/2312/
false,true,#cc0000,Postsecondary Teachers in Elementary School Fifth-Eighth Grade,false,/static/img/icons/cbo/cbo_2.png,2313,World Bank Photo Collection,https://flic.kr/p/97aGY8,"Math, Geography, Science, Physical Education, Foreign Language, Art",Specialized Elementary School Teachers,230995,true,profiles/cbo/2313/
false,true,#cc0000,High School Teachers,false,/static/img/icons/cbo/cbo_2.png,2321,US Department of Education,https://flic.kr/p/fCAUxh,false,High School Teachers,446418,true,profiles/cbo/2321/
false,true,#cc0000,Vocational Teachers,false,/static/img/icons/cbo/cbo_2.png,2331,,,false,Vocational Teachers,38884,true,profiles/cbo/2331/
false,true,#cc0000,Instructors of Vocational,false,/static/img/icons/cbo/cbo_2.png,2332,UnB Agência,https://flic.kr/p/FMZBcx,false,Vocational Instructors,69876,true,profiles/cbo/2332/
false,true,#cc0000,"Teachers of Mathematics, Statistics and Computer Science Higher Education",false,/static/img/icons/cbo/cbo_2.png,2341,,,"Higher Education, Mathematics, Statistics, Professors",Math Professors,19046,true,profiles/cbo/2341/
false,true,#cc0000,"Teachers Physical Sciences, Chemical and Related Higher Education",false,/static/img/icons/cbo/cbo_2.png,2342,,,"Higher Education, Physics, Chemistry",Science Professors,4621,true,profiles/cbo/2342/
false,true,#cc0000,"Professors of Architecture and Urban Planning, Engineering, Geology and Geophysics of Higher Education",false,/static/img/icons/cbo/cbo_2.png,2343,,,"Geophysics, Engineering ",Architecture and Engineering Professors,16067,true,profiles/cbo/2343/
false,true,#cc0000,Teachers and Health Sciences in Higher Education,false,/static/img/icons/cbo/cbo_2.png,2344,,,"Teacher, Higher Education",Health Science Professors,45694,true,profiles/cbo/2344/
false,true,#cc0000,Teachers in the Area of ‰ûü‰ûüteacher Training in Higher Education,false,/static/img/icons/cbo/cbo_2.png,2345,UnB Agência,https://flic.kr/p/rty8vf,false,Education Professors,180640,true,profiles/cbo/2345/
false,true,#cc0000,Teachers in the Areas of Language and Literature in Higher Education,false,/static/img/icons/cbo/cbo_2.png,2346,blogespmmais,https://flic.kr/p/dvnQRm,false,Language Professors,52922,true,profiles/cbo/2346/
false,true,#cc0000,Teachers of Humanities in Higher Education,false,/static/img/icons/cbo/cbo_2.png,2347,,,"Higher Education, Teachers",Humanities Professors,35530,true,profiles/cbo/2347/
false,true,#cc0000,"Professors of Economics, Administrative and Accounting Higher Education",false,/static/img/icons/cbo/cbo_2.png,2348,,,"Administration, Accounting",Economics Professors,30406,true,profiles/cbo/2348/
false,true,#cc0000,Arts Teachers in Higher Education,false,/static/img/icons/cbo/cbo_2.png,2349,,,false,Art Professors,5248,true,profiles/cbo/2349/
false,true,#cc0000,Special Education Teachers,false,/static/img/icons/cbo/cbo_2.png,2392,,,false,Special Education Teachers,17606,true,profiles/cbo/2392/
false,true,#cc0000,"Developers, Evaluators and Mentors Teaching",false,/static/img/icons/cbo/cbo_2.png,2394,klimkin,https://pixabay.com/photo-995187/,"Developers, Evaluators, Mentors",Other Educators,179583,true,profiles/cbo/2394/
false,true,#cc0000,Lawyers,false,/static/img/icons/cbo/cbo_2.png,2410,Jeso Carneiro,https://flic.kr/p/xLMXRE,false,Lawyers,83021,true,profiles/cbo/2410/
false,true,#cc0000,Attorneys Lawyers and Public,false,/static/img/icons/cbo/cbo_2.png,2412,,,false,Attorneys,21638,true,profiles/cbo/2412/
false,true,#cc0000,Notaries and Registrars,false,/static/img/icons/cbo/cbo_2.png,2413,,,false,Notaries and Registrars,2579,true,profiles/cbo/2413/
false,true,#cc0000,Members of the Public Ministry,false,/static/img/icons/cbo/cbo_2.png,2422,,,Public Prosecutors,Public Ministry,9400,true,profiles/cbo/2422/
false,true,#cc0000,Police Chiefs,false,/static/img/icons/cbo/cbo_2.png,2423,,,false,Police Chiefs,12603,true,profiles/cbo/2423/
false,true,#cc0000,Public Defenders and Legal Aid Attorneys,false,/static/img/icons/cbo/cbo_2.png,2424,,,Lawyers,Public Defenders,4474,true,profiles/cbo/2424/
false,true,#cc0000,Intelligence Professionals,false,/static/img/icons/cbo/cbo_2.png,2429,,,false,Intelligence Agents,725,true,profiles/cbo/2429/
false,true,#cc0000,Professionals in Anthropological Research and Sociological Analysis,false,/static/img/icons/cbo/cbo_2.png,2511,,,false,Anthropologists,1729,true,profiles/cbo/2511/
false,true,#cc0000,Economists,false,/static/img/icons/cbo/cbo_2.png,2512,,,false,Economists,42233,true,profiles/cbo/2512/
false,true,#cc0000,Professionals in Research and Geographical Analysis,false,/static/img/icons/cbo/cbo_2.png,2513,,,Researchers,Geographers,1303,true,profiles/cbo/2513/
false,true,#cc0000,Philosophers,false,/static/img/icons/cbo/cbo_2.png,2514,,,false,Philosophers,38,true,profiles/cbo/2514/
false,true,#cc0000,Psychologists and Psychoanalysts,false,/static/img/icons/cbo/cbo_2.png,2515,Agencia ID,https://flic.kr/p/p7CrPg,Mental Health,Psychologists,54396,true,profiles/cbo/2515/
false,true,#cc0000,Social Workers and Home Economists,false,/static/img/icons/cbo/cbo_2.png,2516,Ministério do Desenvolvimento Social e Combate à Fome,https://flic.kr/p/pQn6LD,false,Social Workers,69640,true,profiles/cbo/2516/
false,true,#cc0000,Administrators,false,/static/img/icons/cbo/cbo_2.png,2521,iconicphotoservices,https://flic.kr/p/kCP3kc,false,Administrators,204871,true,profiles/cbo/2521/
false,true,#cc0000,Accountants and Related,false,/static/img/icons/cbo/cbo_2.png,2522,PDPics,https://pixabay.com/photo-390319/,false,Accountants,156850,true,profiles/cbo/2522/
false,true,#cc0000,Desks (The) Executive (The) and Related,false,/static/img/icons/cbo/cbo_2.png,2523,RichardWesner,https://flic.kr/p/F5YqKr,false,Executives,160783,true,profiles/cbo/2523/
false,true,#cc0000,Human Resources Professionals,false,/static/img/icons/cbo/cbo_2.png,2524,StartupStockPhotos,https://pixabay.com/photo-593333/,false,Human Resources Professionals,75985,true,profiles/cbo/2524/
false,true,#cc0000,Professionals Economic and Financial Administration,false,/static/img/icons/cbo/cbo_2.png,2525,MZ,https://flic.kr/p/jHZdqR,false,Financial Analysts,65320,true,profiles/cbo/2525/
false,true,#cc0000,Professional Management of Security Services,false,/static/img/icons/cbo/cbo_2.png,2526,,,"Police, Law Enforcement",Security Guards,776,true,profiles/cbo/2526/
false,true,#cc0000,"Professional Public Relations, Advertising, Marketing and Business",false,/static/img/icons/cbo/cbo_2.png,2531,,,false,Public Relations,40543,true,profiles/cbo/2531/
false,true,#cc0000,Professional Marketing Consultancy and Banking,false,/static/img/icons/cbo/cbo_2.png,2532,ian gardiner,https://flic.kr/p/9GvsUT,false,Marketing Consutants,71120,true,profiles/cbo/2532/
false,true,#cc0000,"Stockbrokers, Financial Assets, Commodities and Derivatives",false,/static/img/icons/cbo/cbo_2.png,2533,,,"Financial Assets, Commodities, Derivatives",Stockbrokers,4001,true,profiles/cbo/2533/
false,true,#cc0000,Inspectors and Technicians of Federal Revenue,false,/static/img/icons/cbo/cbo_2.png,2541,,,false,Federal Revenue Inspectors,19215,true,profiles/cbo/2541/
false,true,#cc0000,Inspectors Welfare,false,/static/img/icons/cbo/cbo_2.png,2542,,,false,Welfare Inspectors,119,true,profiles/cbo/2542/
false,true,#cc0000,Labor Inspectors,false,/static/img/icons/cbo/cbo_2.png,2543,,,false,Labor Inspectors,14724,true,profiles/cbo/2543/
false,true,#cc0000,Tax State and Municipal Taxes,false,/static/img/icons/cbo/cbo_2.png,2544,,,false,State and Municipal Tax Collectors,42149,true,profiles/cbo/2544/
false,true,#cc0000,Professional Journalism,false,/static/img/icons/cbo/cbo_2.png,2611,,,false,Journalists,47637,true,profiles/cbo/2611/
false,true,#cc0000,Information Professionals,false,/static/img/icons/cbo/cbo_2.png,2612,,,false,Librarians,27932,true,profiles/cbo/2612/
false,true,#cc0000,Archivists and Museologists,false,/static/img/icons/cbo/cbo_2.png,2613,,,false,Archivists,7274,true,profiles/cbo/2613/
